Upload an Image,Detection Result,timestamp
.gradio\flagged\Upload an Image\72e372d6ce21a5868548\download 1.jpeg,.gradio\flagged\Detection Result\b6873df2c7b51da3d2f0\image.webp,2025-09-25 18:45:56.828238
